aspect,listing_id,score,text
房東服務,974953211216896407,-5.0,Rex 回覆我所有問題都很快，第一天發現冷氣機有點吵。向他回應後，他提議幫我先安裝風扇及建議我如何改善。及後在最後一晚回到旅居發現冷氣壞了，他們立即過來解決。最終都能令冷氣回覆正常，而且他們主動讓我延遲退房及提出退款給我作賠償。他是個負責任的旅居主人，以後有機會一定再住進他的旅店。p.s. 我們沒有要他們退款，因為延遲
房東服務,1226104798100188046,-5.0,首先感謝房東積極的溝通協調，快速回覆，讓問題可以很快被解決!我們入住了兩周，整體來說是一個地點佳、價格合理的住宿房間，不過有幾點是可以特別提出注意的1. 房源與其他三間房間共用浴廁(房東訂房前已說明)，在其他房間沒有住滿的期間使用起來還可以，我們待的最後一周四房皆住滿，因此在使用上有些不方便，尤其其他房客的生活習慣將會
房東服務,1701140,-4.0,地理位置真的很優越，就是新光三越對面，中山站3出口旁邊。離臺北車站也可以用走路的。房東一直沒有出現，都是用微信聯繫，不過都有好好幫我解決各種問題，包括我去哪看電影或者去哪坐機場巴士，只要提問都有幫助我，很好的房東。有一晚房間冷氣出現問題，實在太夜已經超過房東服務時間，可房東凌晨5點多發現微信留言後立馬回覆了我。等我早上
房東服務,13034881,-4.0,地點位置好，跟捷運站很近，附近有7-11很方便。可是很多蚊子，是超級超級超級多吧！之前看到租客評論有很多蚊子，房東回應說已解決問題，心想問題應該不大，我相信房東是誠實麻，可是這一點令我失望了，入住經驗得出：已經把所有窗都緊緊關上，每次外出和進門都盡快跑進或跑出都有蚊子跑進去，可見蚊子問題真係很嚴重，有家人被叮了差不多二
房東服務,15035792,-4.0,Grace的房屋就跟照片上的一樣，沒有落差，非常漂亮與寬敞，是個非常棒的房屋。且鄰近捷運站，步行大約5分鐘就到了，是個地理位置與房屋設施皆很理想的房屋。雖然發生了第一天吹風機無法使用的小意外，但房東第二天馬上就幫我們解決了這個問題，服務真的是沒話說。
房東服務,16194730,-4.0,整體來說這次入住的體驗令人很失望，只能給一星。先說優點：屋主 Ruby 回覆訊息非常快，溝通上沒有問題。第一天我們發現沒有嬰兒浴盤，她也很快安排人翌日送來，這點值得肯定。不過問題真的不少。首先，主臥的浴室水力極弱，根本不能正常沖涼，而且兩個浴室同時間無法使用（屋主也承認這個情況），導致我們七個人要輪流用同一間浴室，十分
房東服務,19684277,-4.0,此次的住宿環境舒適，與朋友都喜歡這裡的空間與氛圍。唯獨遇到設備問題，要洗澡時沒有熱水，是這場聚會唯一美中不足的。但半夜兩點房東也有試著透過電話解決，雖然最後瓦斯和電池都不管用，經過會換瓦斯的朋友在外處理了好久還是作罷，導致比較愛乾淨堅持要洗澡的人洗了冷水澡。離開後我們提醒房東加強設備問題，除熱水外，吹風機也有按鍵開了關
房東服務,22868412,-4.0,只建議早上8點起床的人入住，因為房間完全正對地盤，入住19晚 即使帶了耳塞也有一大半時間睡眠不足，因為無法預計地盤哪天會打樁，所以房東也無法解決這個問題。房間整體清潔還可以，房東回覆友善只不過處理速度較慢，最好提前兩天通知。最值得讚揚的是交通方便，巴士路線多。
房東服務,28697457,-4.0,房東非常熱情，回覆速度很快，解決問題跟溝通也都非常有效率，很期待下次再入住；再次感謝房東的照顧，改天想重溫室友生活、我還會再來的👍
房東服務,29191584,-4.0,非常好的服務，有問題立刻解決， 我喜歡自然風開窗戶，紗窗七個全破，一通電話房東二話不說立馬全換新的。  不開冷氣吹自然風，房東省電房客開心。房東很用心經營，一定介紹很多人來住。
性價比,1387177888048147007,-8.0,1.房東回覆訊息很慢，溝通非常困難2.已經到入住當天但是不給房間的密碼，我已經付款了…房東非常堅持一定要人到門口才要給密碼？然後airb&b無法聯絡到他！不回訊息，一定要加賴才給密碼？不太懂這所謂的堅持是什麼？後來是我朋友加賴房東才給密碼的，然後也是不跟我說密碼？！訂房人是我，不太明白為什麼不能知道密碼….3.浴室潮濕
性價比,42300382,-6.0,"The room was very small and poor value for money. It did not match the listing photos, the toilet was dirty upon arrival, and there was severe construction nois"
性價比,45420598,-6.0,房間價格可能有點小貴，但若人數充裕價格方面就沒有問題，因為方面只要房客共同努力事實上不難達成，房東為人客氣，很棒很棒～～～
性價比,1427292739701017883,-5.0,"此房價格已經算貴，住宿狀況及衛生非常差。樓宇外有死老鼠,無電梯而樓梯還狹窄髒亂。入到房間，沙發及床褥被單有明顯污跡嘔心,牆身亦發黑，再檢查房中抽屜水槽沒有收拾放置了垃圾，整體與照片不符無法接受。房間多處問題有拍照給客服還是拖延後稱不能協助跟進，房主稱也只退款10%。想不開入住建議有心理預期不可退全款，亦無途徑反映。我預"
性價比,24507520,-4.0,這是一間適合在台北旅遊的青年旅社，性價比均相當高，相較之下在周圍能找到的房源，不僅價格昂貴又相當骯髒，因此大力推薦。
性價比,17032186,-3.0,位置近捷運，可能近年尾，價格都算貴。房間不算大。店家回覆都快，離開後有提供寄放行李，最大問題是其中梳發床位置不乾淨，有蟲咬。手及頸長很多紅點粒粒很痕。小孩都有長紅點。
性價比,22380641,-3.0,地理位置方便，以自助形式入住很便捷；剛進房時廁所有很重味道，不過前台有幫忙解決了問題；房間比較小，但價格便宜，整體性價比高。
性價比,820590905603889537,-3.0,房源位置非常好找，服務人員也很親切，房間簡單乾淨，晚上睡覺一直有水流聲很吵影響睡眠，整體來說當時的價格算是合理，再貴就要考慮了。
性價比,991793201329019692,-3.0,私はここの部屋が改善せれる、改善してほしい思いを込めてレビューします。ホストはまだここの部屋をオープンしてからあまり日にちが経っていないことを考慮します。・タオル枚数が人数分しかない。洗濯機はあるのに、洗濯機があるなら洗濯物を干す場所、ハンガーなどを準備してほしい。・タオルの枚数を追加で注文した際も届く時間が正確ではな
性價比,1056437338102851770,-3.0,地方尚算舒適，但第一次入住已發現有蟑螂，我們兩個女生入住根本很怕，只能夠共用一間房間。房東第二天有派人來吸塵、噴殺蟲水，但第三天又見有蟑螂，可見成效不大。我們最後要睡在梳化上，也不能放鬆，隔天根本沒有精神。這體驗差得很，很失望，因為房租也不便宜。
性價比,1074645625749045385,-3.0,價錢不便宜實物比相片相差太遠 廁所渠水倒流 骯髒水全湧了出來店床上有很多毛髮，多到有點接受不了另外有很多小昆蟲，蜈蚣也見到兩三隻。
性價比,1078832712180057097,-3.0,房間小也貴，住一晚可以頂在西門町住兩晚的價格。 因本人較少用airbnb ，而房東回訊息慢，在到達後也摸索了十多分鐘才成功進門。而且房間也沒有明確指示，進錯了房坐一會兩天checkout後卻被房東惡意收取1200清潔費，跟他理論不果完全不回覆只說交平台處理。極不建議入住。
性價比,1081820400339374612,-3.0,距離捷運站很近，也有電梯搭乘（大行李友善）。房東會主動說明住宿事宜，價格不貴性價比高
性價比,1191789647150246680,-3.0,"Location- goodCleanliness- goodAircon- goodShower water heater-goodKitchen- bad ( there was just a very small sink on the terrace, not really a kitchen)Bed-bad "
性價比,1838528,-2.0,"Simon was very helpful with maps and local directions and provided a quick response to my questions before I arrived.Fellow travelers note:No tea / coffee,  k"
性價比,1911361,-2.0,The location is convenient and the place is quite comfortable. The host is very responsive and accommodating. I feel that the price is a bit expensive for the s
性價比,2263430,-2.0,*Worst Airbnb experience ever!!!* 這間Airbnb 質素真的令人非常非常非常失望！ 這次台北旅程，我們是三個媽媽和五個小孩，因為帶小孩來參加夏令營。所以這次居住在內湖的房子共15天，但我們對於這次預訂的房子有很多不滿意的地方。敬請你們能夠嚴格地檢驗這個房子的描述。 首先，這個房子描述有
性價比,3953759,-2.0,"我予約時用了地圖搜尋民宿, 希望搜尋台北車站附近的民宿, 但竟然地圖顯示該民宿的位置完全不正確, 根本就是誤導, 向房東查詢, 竟然說地圖上的顯示只是地標, 民宿近北門站, 設了一個點於台北車站竟然說是地標, 那中山站的民宿也可以設一個點於台北車站吧, 這個回覆完全不能接受, 不正確的地圖還有用嗎??房內有好多擺設"
性價比,5193504,-2.0,位置非常好，在南京復興上面，去哪都超級近捷運很方便，開車可能會稍微比較不太方便，但坐捷運非常非常便利，而且入住說明的很清楚很好找，捷運站到房源超近走路應該3分鐘就到了，附近生活機能也很充足，房間各項設備也是一應俱全，床鋪偏軟，但空間很大，也有掛衣服，洗衣晾衣的陽台，而且有除濕機所以一點也不覺得潮濕不舒服!!除了價格有一
性價比,5448667,-2.0,房东阿姨人很好，但是房子确实很不喜欢，把房子打成隔断的小屋子，隔音很不好，外面走路声音很大，每天早上都被吵醒，房间窗户也没有，屋里很不透气，房东本人也不住在这里，虽然是便宜没错，但是如果知道是这么差，再便宜也不会住，台湾之行最败笔的就是这次住宿了，完全没有airbnb所要传递的家的感觉。
性價比,9988638,-2.0,Janet is a wonderful host. By the day of your arrival you would have received all the information that you need to navigate around the neighbourhood. The neighb
性價比,10689015,-2.0,價格太貴哦！
性價比,13316714,-2.0,Surfer is a very responsible and kind host and provided any questions that I had immediately during my stay. His place is very close to my family in Taipei and 
性價比,15707390,-2.0,"Unfortunately the whole shower was molded. We did not feel well in the shower or to touch the surface.The equipment is old and sometimes damaged (e.g. pillow, c"
空間大小,1054838920511045916,-8.0,出發台北前三天，我才注意到有颱風即將來襲，但當時的消息顯示它對台北的影響不大。即使天氣預報有雨，我也認為這不會阻礙我的旅行計劃。然而，當我抵達台北後，情況發生了變化。颱風的行動變得緩慢，並且升級為強颱風，其路徑與預測大相逕庭。這導致10月2日和3日全台灣都實施了停班停課措施。我原計劃在3號晚上的飛機離開台北，但由於颱風
空間大小,1415833109623867068,-8.0,地點是這個房源唯一明顯的優點，交通與周邊便利性不錯。但整體入住體驗與期待有明顯落差。入住期間最主要的問題是空調與整體氣味。房子內有持續且明顯的不良氣味像是臭襪子，但對居住舒適度影響很大。空調問題在入住期間曾配合清洗一次花了兩小時清洗 三小時低溫吹乾 總共五小時，過程相當耗時且造成不便，但問題仍未解決 還要我配合第二次清
空間大小,11140660,-7.0,本次我们一家三口住了三晚四天，以下是个人体验。这间民宿的位置离台北车站捷运站步行十分钟，到西门汀繁华地段差不多也是十分钟，房间内没有发现蚊虫，有洗衣机这点很方便，下楼步行五分钟有超市，小吃摊，水果店等。我把这间民宿的不足总结三点：第一，卫生太差。我用洗衣机洗了一次衣服，洗完都是毛，后来我清洁了洗衣机的过滤器，过滤器里全
空間大小,21068935,-7.0,希望要訂這間房間的人都可以看看我的評論我不是奧客 也知道住airbnb本來就不能跟飯店比但這次的住宿體驗真的是我使用airbnb以來 住過最最最最差的房間優點1地點是真的很方便樓下就有便利商店 步行幾分鐘抵達西門町缺點1因為房間是在公寓大樓裡面一層大概有二十幾戶隔音真的是奇差無比樓上的洗澡聲 還有水管的水流聲以及外面的
空間大小,21083767,-7.0,房東人很好，原本說好是由我去領取鑰匙，但臨時有事，由他人代替，也順利完成聯絡。房間空間小、狹長而窄，冷氣直吹床頭，若是倒睡，則十分的悶，整個房間很悶，對於夏季入住的房客，是個問題。房間只有一個小窗戶，冷氣似乎偏舊，並不通風。有提供電風扇，但電風扇運轉時會發出聲音，有點吵。浴室沒有乾濕分離，如果沖澡動作過大，水會噴到馬桶
空間大小,1143834058718015258,-7.0,原本以為只是普通的公寓，最多兩三間分租，結果是在汽車維修廠的樓上，１０／１１樓，中間樓層是倉庫。是專門分租套房的地方，共兩層，一個樓層約１０間左右，所以旁邊隨時住著不同的旅人。中間還遇到奇怪房客，旁邊跟對門吵架，大聲罵人跟大聲關門，感覺很讓人害怕。入口自動門不靈光，有時候無作用（不知道甚麼問題）很怕進不去大廈，入口一直
空間大小,1631691,-6.0,"After changing room to less smelly one it was ok. Only stayed one night and that is enough. Small cramped spaces and a lot of noise. It’s advertised as hotel, b"
空間大小,1664910,-6.0,This place is fantastic and the host very responsive and friendly.   Very quiet and a nice view over the park next to the building.   Heated Aircon was a rare t
空間大小,9144261,-6.0,非常棒的地點24小時的小管家可以隨時反映問題缺點:淋浴間的空間有點小            房間跟客廳的冷暖氣機的暖氣功能剛好都壞掉  不過即時反映後小管家有拿一台移動式暖氣到房間 很謝謝他
空間大小,38473632,-6.0,房屋跟照片一模一樣，很漂亮的裝潢，精心設計的擺設，很適合一家大小或者一群朋友。Willis很熱心解答我所有的問題。只有一個小小問題，就是洗澡時的冷熱水有一點不穩定，不過，Willis很熱心來幫我們處理。
空間大小,39638768,-6.0,我是在网上找到的房源，看到之前住户的評价都説他家交通便利，房间整潔乾淨，空间也合适，房東亲切回复快速，于是就预定长达1个多月（6/6-7/11）房间，以上皆屬实， 但確万万沒想到我入住的第一晩就被冷氣室外机噪音吵到無法入睡，立卽和房東反應，她讓我把冷氣調至低檔風速試試，我調过，但噪音聲依舊很大聲，我甚至关掉了冷氣也無法
空間大小,42300382,-6.0,"The room was very small and poor value for money. It did not match the listing photos, the toilet was dirty upon arrival, and there was severe construction nois"
空間大小,46699493,-6.0,跟照片比較雖有小差異 但大致相符8大2小活動空間也很夠 比較可惜就是餐桌比較小～ 廚房沒有抽油煙機較可惜會有味道
空間大小,739071795983218359,-6.0,優點：大部分房間都非常有古典風，很有feel，要是為了這個特色而選擇 是不會後悔的。地理位置非常好，距離西門町和捷運站(地鐵)很近 是可以步行的距離。開門很方便，智能門 無需顧忌鎖匙，省略了麻煩。缺點：房間的隔音比較差，稍微大聲點就能跨房間聊天。大臥室的浴室門是無法鎖緊的，用點力就能打開。大臥室和小臥室的床都有一塊鏡子
空間大小,886953475433750828,-6.0,房間與照片相符。窗戶對着大馬路，比較嘈吵，建議可以加裝隔音窗簾。入住期間冷氣機有滴水問題，墊著毛巾，並沒有太大影響。洗手間有小飛蟲，建議多滅蟲。整體居住尚可。
空間大小,991706538707348738,-6.0,離捷運站滿近的，晚上旁邊有類似夜市的晴光商圈，東西很好吃，樓下的控肉飯也很好吃。房間隔音非常差，隔壁的人開關門，用一般音量講話，我在房間內都聽得一清二楚，冷氣是中央空調，不能準確的調節溫度，只能選擇風涼123的大小而且聲音很大，晚上吵到只能關冷氣睡覺。廁所異味很重，必須要蓋上馬桶蓋關上廁所門。
空間大小,1053538038990110742,-6.0,房東溝通態度良好，床為硬式床墊，採光較差因鐵窗距離較遠。廁所空間狹小且老舊，且無乾濕分離設計，使用上稍嫌不便。房內未提供垃圾桶，需集中處理垃圾。
空間大小,1056381275530428968,-6.0,"While this Airbnb has its merits, I would recommend it primarily for short stays of up to a week. It’s clean and quiet, with responsive hosts, making it suitabl"
空間大小,1125060161086772702,-6.0,修改日期房東很願意幫忙 很感謝冷氣很舒服很冷、使用空間大用品一應俱全不會少但回覆慢、電話也不太接有問題的話要很久才能得到回應Netflix希望能先測試好再給房客另外建議洗手乳罐子換掉，滿滿黴菌
空間大小,1156312113078106422,-6.0,房間空間算大，不過房間跟浴室的照片跟實際空間有點落差，熱水器忽冷忽熱，且入住時打掃不到位，地上有殘留灰塵毛髮等髒東西，不過房東還算積極也願意處理，提前退住，希望將一些基本面東西處理好，會是不錯的房源
空間大小,1392808425219032204,-6.0,"The place was clean, quiet, and conveniently located near amenities. I slept well without any disturbance. As it was my first time in Taiwan, I was quite tired "
空間大小,1399274681216342484,-6.0,- 雖然在鬧區，房屋內相對安靜。但白天偶有施工的噪音，似乎不是固定的施工時間。- 空間比想像中更大，尤其是客廳。我住過其他套房型的房源，空間狹小，行李箱放在地上打開胡就會擋到動線。這裡完全沒有這個問題。- 地點位於東區巷弄內，搭車到台北市的各個地方都不遠- king size 床很大很舒適，枕頭對我來說有點太高- 洗脫
空間大小,1569538870390671306,-6.0,位處於西門町街尾，地段較靜，地理位置算不錯，晚上沿着路回去還可以買宵夜，7-11也在附近。房間是「麻雀雖小，五臟俱全」，狹小的空間裏有齊掛衣架、煮食爐、電視、洗衣機、連毛巾也有，但洗手間裏並非乾濕分離有點不便，水花亦容易濺到洗衣機。三張雙人床，但五至六人住會略為擁擠，加上沒有房間的間隔，會有點不便。然而，以跨年期間的價
空間大小,2263430,-5.0,*Worst Airbnb experience ever!!!* 這間Airbnb 質素真的令人非常非常非常失望！ 這次台北旅程，我們是三個媽媽和五個小孩，因為帶小孩來參加夏令營。所以這次居住在內湖的房子共15天，但我們對於這次預訂的房子有很多不滿意的地方。敬請你們能夠嚴格地檢驗這個房子的描述。 首先，這個房子描述有
設備廚房,790769972851552031,-6.0,"1, 所謂的自主入住，是 Hung Chih 把感應裝置放在大樓旁邊的工地籬笆柱子上，讓你去拿。然後還放錯，我們必需站在門口等他把正確的鑰匙送來才能進入。2, 冷氣的控制器有問題，入住後三天無法控制，時冷時熱，害得我們都感冒了，才來操作控制器。3, 電冰箱冷凍櫃結了厚厚的一層冰，門會撞到了地面沒法完全打開，冰箱內溫度無"
設備廚房,6314122,-5.0,事前與屋主的聯繫非常順暢並且及時，屋主的態度也非常和善，讓我們心生好感，非常期待這次的旅行。抵達後，屋主態度和氣友善，但是可能屋齡較大，很多設備老舊，產生了一些問題：1. 洗衣機壞掉沒通知，屋主雖然願意支付洗衣費，後來經過爭取，才願意支付烘乾費。2. 椅子破損，建議換一張。3. 電熱水壺蓋子壞掉，建議換一個新的。4. 
設備廚房,36618830,-5.0,住宿點雖然在地下室但是有24小時全天候的空調以及清淨機運作，完全沒有悶熱的不適感廚房有冰箱、微波爐、烤麵包機、飲水機等設備，可以提供簡易用餐需求房間有冷氣空調，沙發椅小書桌，還有舒適的雙人床，加上不算太小的空間，令人有一種家的氛圍感住宿點接近捷運站，對於有交通運行的人十分便利，周遭環境位於高級住宅區，擁有寧靜與安全係數
設備廚房,667964819540426990,-5.0,優點：交通方便，捷運松山站和台鐵松山站不遠，可直接北門站接機場捷運，不用換線轉乘。近饒河街夜市。飛機早到 可提早入住，空間不大但一人使用足夠，設備齊全。建築物新，硬體設備現代化，管理員友善，進出刷卡入電梯 安全度夠，B2垃圾分類清楚。房主友善 回覆問題清楚扼要。可改善部分：小洗衣機會脫水時會移位不穩定，洗衣機水管有時會
設備廚房,1017077534467425283,-5.0,"room is old, needs renovation. you can see the wallpaper is torn. the kitchen is dirty, broken kitchen cabinet.  kitchen table has stains and signs of burn from"
設備廚房,1319884925333000797,-5.0,一開始直接要求另外加line聯繫但回覆速度不佳，入住與退房流程繁瑣，只能4-6點入住（最早可3點），6-9點入住的話要付接待人員加班費1000元，因行程關係很難安排，溝通繁瑣很麻煩無提供一次性牙刷牙膏、沐浴乳洗髮乳、毛巾、洗衣精，房源介紹與入住前說明無特別提及導致還特別去附近買冷熱水有點難調整、廚房爐子無法加熱（雖然現
設備廚房,32577066,-4.0,於五月尾住了四晚，房子很近捷運站，附近有便利店及早上有些賣早餐的小店子。屋子和相片差不多，唯一比較差一點就是每天大約四，五點廚房會有一陣很臭的味道傳出來，可能是廚房的渠位跟其他渠位互通，但不明白為什麼每天都是差不多時間就有臭味傳出來。另一個可以改善的就是浴室的熱水問題，因為此屋有三個房間，如果多人入住的話，像我們一行五
設備廚房,35813751,-4.0,大致上沒什麼大問題只是廚房設備差一點點只有一個鍋子沒有煮食工具，只可以泡麵和做一些簡單煮的料理，如果需要砧板是沒有的其他也沒有什麼大問題
設備廚房,823791988635058949,-4.0,整體不錯地點超方便，3分鐘就能到西門町捷運站，附近巴士路線也很多餐廳選擇十分充足，早午晚餐夜宵都無問題設備齊全，有冷暖氣，洗衣機和洗衣粉，有掛衣及晾衣架，有大小毛巾提供，洗髮露，沐浴乳，需自備個人用品，如牙刷牙膏，刮鬍刀若下次再來台北，有機會再次選擇這
設備廚房,1021359185541922179,-4.0,昨天晚上從青埔到台北繞錯了好幾條交流道，嚇死寶寶了。好不容易抵達萬華入住民宿，卻實在不喜歡挑高的樓中樓，妞妞老了爬不上樓、廚房電磁爐壞了，小冰箱冷凍櫃也結霜，今天早上跟房東抱怨了一下，他竟然立馬同意換另外一間更大的公寓給我們、免費！真是lucky，遇到一個勇於負責的好房東。房東是真的寵物友善，幫我把一堆行李搬到新的公寓
設備廚房,1302744717599483679,-4.0,"No toast oven,no microwave. Very poor kitchen, broken sofa. Bathroom is good."
設備廚房,3106555,-3.0,"The apartment was small and cozy. With the nice view over the Daan park, it was convenient for the 24 hr supermarket in the same building. There's no kitchen (b"
設備廚房,6224868,-3.0,"I stayed at Maggie’s place for almost two months. She is very friendly and accommodating my timeframe for check-in and check-out. From what I know about Taipei,"
設備廚房,13742219,-3.0,Very convenient location which is just next to and above the Taipei main station MRT as well as the train station and bus station. It is also adjacent to the MR
設備廚房,19684277,-3.0,此次的住宿環境舒適，與朋友都喜歡這裡的空間與氛圍。唯獨遇到設備問題，要洗澡時沒有熱水，是這場聚會唯一美中不足的。但半夜兩點房東也有試著透過電話解決，雖然最後瓦斯和電池都不管用，經過會換瓦斯的朋友在外處理了好久還是作罷，導致比較愛乾淨堅持要洗澡的人洗了冷水澡。離開後我們提醒房東加強設備問題，除熱水外，吹風機也有按鍵開了關
設備廚房,20058047,-3.0,This was a great AirBnB space! Communication was quick and always responsive at all hours. It was a bit hard to find the place at first since it is seemingly no
設備廚房,20059264,-3.0,"We loved staying at Lee’s place for its convenient location, comfortable beds, and quiet locale.  Everything was clean and well set up.  The small kitchen (sink"
設備廚房,21561990,-3.0,樓下就是星聚點ktv.地理位置很好.過去西門町幾分鐘一條直路就到了.過來台灣旅遊差不多十天.這家最吸引我的是竟然有洗衣機和冰箱.設備很齊全.不過房間一直開著空調都有點味道.可能是新家私味道吧.總體還不錯.😎😎😎
設備廚房,23228459,-3.0,"This unit was about a 5  walk from Ximen station. Room has a small fridge, washer but not dryer. Room also bad a tv which you can watch YouTube on. Down side is"
設備廚房,23708394,-3.0,"A very small, decent enough place for the price in a nice building.  However we booked with the expectation that we could cook for ourselves, and this us where "
設備廚房,23947018,-3.0,住宿在大直站附近，捷運只要15分鐘都可以到達復興和大安，而附近5分鐘就有家樂福全聯和便利店，走10分鐘就可以到達美麗華，往大直捷運另一邊方向也有很多美食和手搖店，生活機能應有盡有。房東Mini提供大量有用的資料，也親自接待並講解房間內的所有設備和應注意的事項，也提供了可以彈性退房的時間，非常感謝。房間就如照片一樣，客廳
設備廚房,24762910,-3.0,Sai’s place was  definitely a good pick! Sai made sure I had everything I needed prior to check in and even listed out a welcome guide in addition to guide to t
設備廚房,25295259,-3.0,The good:This location is great for business and adult travelers that likes a bit of night life. There is always food and activities open late night in the regi
設備廚房,30718609,-3.0,優點：位置很好 離國父紀念館很近房間設備齊全 也很新 隔音還不錯缺點：辦理入住時人員十分冷淡，給房客的感覺只想交差了事，並沒有介紹環境及房間設備。帶我上樓後只說有事line詢問就匆匆走人，一開始的印象就不好。房間是用網路分享器上網，連線速度不穩定且十分慢。而且電視並沒有第四台，選擇非常少。整體最不滿意的地方：晚上要洗澡
入住流程,1429662754485405779,-9.0,如果你沒有把握在屋主說明的活動時間回到房源請不要訂這個房間，因為即使你只是進門也會被屋主指責沒有按照活動時間活動影響安寧，甚至質疑你讓其他人進屋。房子使用密碼鎖，但屋主提供密碼與提供的入住說明檔案不相符，當你無法入住時，屋主提供的聯絡電話是有設定來電過濾無法找到人的。入住後密碼設定時限又有誤，最後一天晚上回來密碼就無法
入住流程,20989755,-7.0,1.房間內部擺設如照片2.陽台照片沒拍到的地方有些雜物，陽台空間非常非常狹小，不如不要擺桌子3.照片都是白天拍的還有調過亮度，走廊完全不一樣，是不同的地方，實際的走廊即使是白天仍非常陰暗，天黑之後更是暗得深不見底4.從一樓開始到房間裡的廁所，所有經過的門都非常老舊，難關難開難鎖5.噪音是會吵醒人的那種噪音，但這是個人感
入住流程,23753753,-6.0,以相對的價錢來說很超值。以下是我入住遇過的問題：1.前面的住戶入住時提過窗戶無法遮光的問題，到我入住仍然沒有改善，在溝通過後選擇用絕緣膠帶貼了起來。2.剛入住時發現電視無法看，打了電話之後有個人來修但沒修好，說要找人之後不見了，當晚在訊息上溝通的人似乎沒有知道這個消息，再溝通一遍之後隔天才有人修理。3.在入住後的最後晚
入住流程,790769972851552031,-6.0,"1, 所謂的自主入住，是 Hung Chih 把感應裝置放在大樓旁邊的工地籬笆柱子上，讓你去拿。然後還放錯，我們必需站在門口等他把正確的鑰匙送來才能進入。2, 冷氣的控制器有問題，入住後三天無法控制，時冷時熱，害得我們都感冒了，才來操作控制器。3, 電冰箱冷凍櫃結了厚厚的一層冰，門會撞到了地面沒法完全打開，冰箱內溫度無"
入住流程,1390369711569776345,-6.0,這次住宿體驗令人失望，未來絕不再考慮入住。兩晚房價高達8000元人民幣，但入住手續繁瑣，出入都需要登記，對一家老小十分不便。我們從上午10點一直等到下午2點，才獲得入住安排，期間天氣不佳還下著雨，更增添困擾。接待人員態度冷淡，彷彿付款入住反而成了虧欠他們一般，連樓下保安也語氣粗魯，整體住宿感受非常不愉快。
入住流程,1415833109623867068,-6.0,地點是這個房源唯一明顯的優點，交通與周邊便利性不錯。但整體入住體驗與期待有明顯落差。入住期間最主要的問題是空調與整體氣味。房子內有持續且明顯的不良氣味像是臭襪子，但對居住舒適度影響很大。空調問題在入住期間曾配合清洗一次花了兩小時清洗 三小時低溫吹乾 總共五小時，過程相當耗時且造成不便，但問題仍未解決 還要我配合第二次清
入住流程,17216033,-5.0,當天臨時透過Airbnb 訂房，經平台確定可以入住，但到現場才發現公告上説明過6:00後無法接待，Airbnb 平台也無任公告及說明，撥打櫃台上所留下的緊急電話，也無人回應，直到最後透過Airbnb 的訊息回覆才有訊息，而回應的內容更令人傻眼，＂請我改天再入住＂…差點現場飆髒話！最後只能要求退款。而到目前為止並沒有收到
入住流程,21083767,-4.0,房東人很好，原本說好是由我去領取鑰匙，但臨時有事，由他人代替，也順利完成聯絡。房間空間小、狹長而窄，冷氣直吹床頭，若是倒睡，則十分的悶，整個房間很悶，對於夏季入住的房客，是個問題。房間只有一個小窗戶，冷氣似乎偏舊，並不通風。有提供電風扇，但電風扇運轉時會發出聲音，有點吵。浴室沒有乾濕分離，如果沖澡動作過大，水會噴到馬桶
入住流程,22894297,-4.0,我是 20-24/7 入住的，入住當日傾盆大雨，照住入住指南根本無法順利前行，但 John 快速的回覆令問題極速解決 👍 同西門站真係好近。John 亦有善意提醒窗台會漏水，叫唔好擺電器用品上去，但事實上係冇漏過水。浴室、廁所，非常乾淨、光猛、乾濕分離做得非常之好，沖水系統亦都好給力。至於吊床，我同亞仔就有D驚，從未試
入住流程,39638768,-4.0,我是在网上找到的房源，看到之前住户的評价都説他家交通便利，房间整潔乾淨，空间也合适，房東亲切回复快速，于是就预定长达1个多月（6/6-7/11）房间，以上皆屬实， 但確万万沒想到我入住的第一晩就被冷氣室外机噪音吵到無法入睡，立卽和房東反應，她讓我把冷氣調至低檔風速試試，我調过，但噪音聲依舊很大聲，我甚至关掉了冷氣也無法
入住流程,42300382,-4.0,"The room was very small and poor value for money. It did not match the listing photos, the toilet was dirty upon arrival, and there was severe construction nois"
入住流程,903127284776667470,-4.0,入住手續簡單，房東也很快就回覆，原本預約的房間因為冷氣壞了房東立刻幫我換成其他房間，而且不用等馬上可以入住，超級棒！附近餐廳也算蠻多的，又有便利商店。從捷運站開始走出去大概5分鐘左右吧，不用走很久，路線也是非常方便的！
入住流程,1041232487629103501,-4.0,房東在一開始就有要求要出示所有人的證件並且翻拍，預訂當時沒特別想太多。後續房東一直的在確認我們能抵達的時間是幾點，但礙於過年路上很塞，我真的無法預知何時抵達。她表示因為來接待的人過來的路程要一個小時，所以她也要抓時間。對於旅客來說真的感覺到很有壓力到了入住當天，房東的夥伴拿了我們所有人的證件核對並且翻拍，未解釋用途。讓
入住流程,1208534670299482357,-4.0,付款後要提供太多個人資料，包括護照，機票以確保我是外國人，入住前問幾次才給正式地址。位置十分方便，樓下有便利店，食店一應俱全，到西門町也快。民宿空間尚算濶落，偶有小蟲，浴室有污垢，門鎖壞的。退房前一天已問幾時退房，下一句寫11時前退房，感覺催促我們快點離開，另外退房前要求關掉所有冷氣機並要拍照證明，感覺不受信任而且麻煩
